doc_idx,true_label,kmeans_k2_s0,kmeans_k2_s1,kmeans_k2_s2,kmeans_k5_s0,kmeans_k5_s1,kmeans_k5_s2,kmeans_k10_s0,kmeans_k10_s1,kmeans_k10_s2,kmeans_k20_s0,kmeans_k20_s1,kmeans_k20_s2,gmm_k2_s0,gmm_k2_s1,gmm_k2_s2,gmm_k5_s0,gmm_k5_s1,gmm_k5_s2,gmm_k10_s0,gmm_k10_s1,gmm_k10_s2,gmm_k20_s0,gmm_k20_s1,gmm_k20_s2,spectral_k2_s0,spectral_k2_s1,spectral_k2_s2,spectral_k5_s0,spectral_k5_s1,spectral_k5_s2,spectral_k10_s0,spectral_k10_s1,spectral_k10_s2,spectral_k20_s0,spectral_k20_s1,spectral_k20_s2,ward_k2,ward_k5,ward_k10,ward_k20,leiden_k2_s0,leiden_k2_s1,leiden_k2_s2,leiden_k5_s0,leiden_k5_s1,leiden_k5_s2,leiden_k10_s0,leiden_k10_s1,leiden_k10_s2,leiden_k20_s0,leiden_k20_s1,leiden_k20_s2
1840,sport,1,0,0,3,0,0,6,0,0,11,0,19,1,0,0,1,0,3,8,0,3,19,0,3,1,1,1,2,4,3,7,8,9,5,3,10,1,2,4,6,1,1,1,4,4,4,8,8,7,19,19,19
1841,sport,1,0,0,3,0,0,6,3,0,6,3,0,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,6,8,1,1,1,3,3,3,6,6,2,3,6,5
1842,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1843,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1844,sport,1,0,0,3,0,0,6,2,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1845,business,1,1,1,4,1,1,7,4,5,17,15,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,4,11
1846,business,1,1,1,4,1,1,7,4,5,7,4,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,16,0,0,0,1,0,0,2,2,3,17,18,17
1847,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,5,10,20,0,0,0,2,0,0,0,0,0,4,11,0
1848,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1849,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,0,0,0,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,9,12,10
1850,business,1,1,1,4,1,1,1,4,7,1,10,13,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,16,16,14,2,4,8,15,0,0,0,1,0,0,4,4,5,9,11,18
1851,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1852,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1853,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,16,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,2,3,0,0,0,0,2,2,3,3,4,0,0,3
1854,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
1855,business,1,1,1,4,1,1,7,4,5,19,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
1856,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1857,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1858,business,1,1,1,1,4,3,1,6,8,9,8,7,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,8,4,0,15,18,0,2,3,7,11,0,0,0,1,0,0,4,4,5,5,4,8
1859,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1860,politics,0,1,1,0,2,4,4,1,6,18,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
1861,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1862,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1863,sport,1,0,0,3,0,0,3,7,4,13,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1864,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1865,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1866,politics,0,1,1,0,2,4,0,1,3,16,13,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,8,3,4
1867,sport,1,0,0,3,0,0,6,9,2,14,9,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,1,3,2,8,4,0,0,1,5,1,2,6,8,1,1,1,4,4,4,8,9,7,14,15,13
1868,politics,0,1,1,0,2,4,0,1,3,0,13,14,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
1869,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
1870,sport,1,0,0,3,0,0,6,3,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1871,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
1872,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1873,tech,1,1,1,1,4,3,1,8,7,9,11,7,0,1,1,2,4,2,5,4,6,17,11,15,0,0,0,1,3,2,9,5,3,3,19,18,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
1874,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1875,sport,1,0,0,3,0,0,3,7,4,13,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1876,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1877,tech,1,1,1,1,4,3,1,8,8,19,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
1878,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
1879,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,12,0,0,0,2,0,0,0,0,0,10,14,4
1880,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1881,business,1,1,1,4,1,1,5,4,5,5,15,11,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,2,2,3,17,18,17
1882,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1883,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1884,business,1,1,1,4,1,1,7,4,5,17,15,10,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,9,18,0,0,0,1,0,0,4,4,5,5,4,8
1885,business,1,1,1,4,1,1,7,4,5,17,4,10,0,1,1,4,1,1,4,6,7,7,12,7,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,17,0,0,0,1,0,0,2,2,3,16,16,16
1886,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
1887,tech,1,1,1,1,4,3,1,8,8,19,8,8,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1888,politics,0,1,1,0,2,4,4,1,6,16,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,10,3,0
1889,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1890,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1891,business,1,1,1,1,4,3,1,8,8,19,14,13,0,1,1,2,2,2,2,2,4,6,2,10,0,0,0,1,3,2,8,4,0,1,5,6,2,5,9,18,0,0,0,0,1,1,2,2,3,1,1,1
1892,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1893,tech,1,1,1,1,4,3,1,8,8,19,8,8,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1894,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1895,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1896,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1897,tech,1,1,1,1,4,3,1,8,8,9,11,7,0,1,1,2,4,2,5,4,6,18,4,15,0,0,0,1,3,2,9,5,3,3,19,18,2,4,8,15,0,0,0,0,1,1,1,1,1,11,9,9
1898,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1899,business,1,1,1,4,1,1,7,4,5,17,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,12,15,9,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1900,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1901,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1902,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
1903,sport,1,0,0,3,0,0,6,3,4,13,3,4,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,3,2,5
1904,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1905,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1906,entertainment,1,1,1,1,4,3,1,8,8,9,8,13,0,1,1,2,4,2,5,4,8,5,4,8,0,0,0,1,3,2,9,5,3,17,11,2,1,1,2,2,0,0,0,0,1,1,1,1,1,11,9,9
1907,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1908,politics,0,1,1,0,2,4,4,1,6,16,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,8,3,4
1909,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
1910,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,10,3,4
1911,tech,1,1,1,1,4,3,1,8,8,10,11,13,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,15,0,0,0,0,1,1,1,1,1,9,5,6
1912,entertainment,1,0,0,2,3,2,2,5,9,15,5,12,0,1,1,2,2,2,6,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1913,politics,0,1,1,0,2,4,0,1,3,16,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,8,3,4
1914,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
1915,business,1,1,1,4,1,1,7,4,5,7,15,5,0,1,1,4,1,1,7,6,7,16,6,14,0,0,0,0,0,0,6,9,7,14,7,13,2,5,9,18,0,0,0,1,0,0,2,2,3,17,18,17
1916,tech,1,1,1,1,4,3,1,8,8,10,8,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1917,politics,0,1,1,0,2,4,4,1,6,18,1,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,8,3,0
1918,politics,0,1,1,0,2,4,0,1,3,0,13,3,0,1,1,0,1,4,0,5,5,0,15,13,0,0,0,0,0,0,0,0,2,11,17,4,2,3,7,10,0,0,0,2,0,0,0,0,0,10,14,4
1919,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,13,13,3,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1920,politics,0,1,1,0,2,4,4,1,6,12,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
1921,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
1922,tech,1,1,1,1,4,3,1,8,8,10,11,7,0,1,1,2,4,2,5,4,8,18,4,8,0,0,0,1,3,2,9,5,3,17,11,2,2,4,8,15,0,0,0,0,1,1,1,1,1,7,5,6
1923,sport,1,0,0,3,0,0,6,2,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1924,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1925,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,7,7,6,6,8,14
1926,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1927,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,2,4,6,16,10,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,14
1928,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1929,politics,0,1,1,0,2,4,0,1,3,16,16,3,0,1,1,0,1,4,0,5,5,13,5,13,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,10,14,4
1930,sport,1,0,0,3,0,0,3,7,4,13,7,4,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,1,1,1,1,1,1,3,3,3,6,6,2,3,6,5
1931,sport,1,0,0,3,0,0,6,2,0,6,2,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1932,politics,0,1,1,0,2,4,4,1,6,16,16,14,0,1,1,0,1,4,0,5,5,0,15,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1933,politics,0,1,1,0,2,4,4,1,6,4,18,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,10,3,0
1934,business,0,1,1,4,1,1,5,6,1,5,6,11,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,5,11,18
1935,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1936,sport,1,0,0,3,0,0,3,7,4,3,7,18,1,0,0,3,3,0,3,3,0,12,10,12,1,1,1,3,2,1,5,6,6,9,6,15,1,2,5,7,1,1,1,3,3,3,6,6,2,3,6,5
1937,entertainment,1,1,1,2,3,2,2,5,0,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1938,business,1,1,1,4,1,1,5,4,5,5,15,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,2,2,3,1,11,18
1939,politics,0,1,1,0,2,4,5,1,3,4,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
1940,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1941,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1942,entertainment,1,0,0,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,19,14,19,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1943,politics,0,1,1,0,2,4,4,1,6,18,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
1944,tech,1,1,1,1,4,3,1,8,7,1,10,13,0,1,1,2,4,2,9,4,2,9,14,19,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,15,0,0,0,0,1,1,1,1,1,9,5,10
1945,politics,0,1,1,0,2,4,4,1,6,18,16,6,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
1946,sport,1,0,0,3,0,0,6,3,4,6,3,16,1,0,0,3,3,0,3,3,0,3,3,0,1,1,1,3,2,1,2,1,1,4,12,1,1,2,6,8,1,1,1,3,3,3,5,5,2,2,2,2
1947,sport,1,0,0,3,0,0,6,0,2,11,0,15,1,0,0,1,0,3,8,0,3,8,0,3,1,1,1,2,4,3,4,7,8,10,4,8,1,2,4,5,1,1,1,4,4,4,8,8,7,14,15,13
1948,politics,0,1,1,0,2,4,5,1,3,16,16,3,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,12,0,0,0,2,0,0,0,0,0,4,7,0
1949,tech,1,0,0,2,3,2,9,5,9,9,17,8,0,1,1,2,4,2,9,4,2,9,17,2,0,0,0,1,3,2,9,5,3,18,0,17,2,4,8,14,0,0,0,0,1,1,1,1,9,13,13,15
1950,business,1,1,1,4,1,1,7,4,5,4,15,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,20,0,0,0,1,0,0,4,4,5,15,11,11
1951,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,19,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1952,business,1,1,1,4,1,1,7,4,5,19,14,10,0,1,1,4,1,1,4,6,7,4,6,16,0,0,0,0,0,0,8,4,0,1,5,6,2,5,9,18,0,0,0,1,0,0,2,2,3,1,1,1
1953,business,1,1,1,4,1,1,8,6,1,8,6,1,0,1,1,4,1,1,7,1,1,14,13,1,0,0,0,0,0,0,8,4,0,15,18,0,2,5,10,19,0,0,0,1,0,0,4,4,5,5,4,8
1954,politics,0,1,1,0,2,4,5,1,3,4,16,3,0,1,1,0,1,4,0,5,5,13,5,18,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,11,0,0,0,2,0,0,0,0,0,8,3,4
1955,entertainment,1,0,0,2,3,2,2,5,9,2,19,9,0,1,1,2,2,2,2,7,4,2,7,11,0,0,0,1,3,2,1,2,4,2,2,16,1,1,2,3,0,0,0,0,2,2,7,7,6,6,8,7
1956,tech,1,1,1,1,4,3,1,8,7,1,12,17,0,1,1,2,4,2,5,4,6,17,11,6,0,0,0,1,3,2,9,5,3,6,9,11,2,4,8,13,0,0,0,0,1,1,1,1,1,9,12,10
1957,politics,0,1,1,0,2,4,5,1,3,5,18,11,0,1,1,4,1,1,7,1,1,10,1,17,0,0,0,0,0,0,0,0,2,15,18,0,2,5,10,20,0,0,0,2,0,0,0,0,0,15,11,18
1958,entertainment,1,1,1,2,3,2,9,5,9,15,5,12,0,1,1,2,2,2,6,8,4,11,8,4,0,0,0,1,3,2,1,2,4,8,10,7,1,1,1,1,0,0,0,0,2,2,3,3,4,0,0,3
1959,politics,0,1,1,0,2,4,4,1,6,18,18,6,0,1,1,0,1,4,0,5,5,13,5,5,0,0,0,0,0,0,0,0,2,0,1,5,2,3,7,9,0,0,0,2,0,0,0,0,0,4,7,0
1960,tech,1,1,1,1,4,3,1,8,8,10,8,8,0,1,1,2,4,2,9,4,2,18,14,19,0,0,0,1,3,2,9,5,3,16,16,14,2,4,8,14,0,0,0,0,1,1,1,1,1,7,5,6
1961,sport,1,0,0,3,0,0,6,9,2,14,9,2,1,0,0,1,0,3,1,9,9,1,9,9,1,1,1,4,1,4,3,3,5,7,8,12,1,2,3,4,1,1,1,4,4,4,9,9,8,12,10,12
